Time (s),Voltage (V),Current (A),Capacity (Ah)
0.0,3.0,1,0.0002777777777777778
1.000277854959711,3.0003334259516534,1,0.0005555555555555556
2.000555709919422,3.0006668519033064,1,0.0008333333333333333
3.0008335648791333,3.00100027785496,1,0.0011111111111111111
4.001111419838844,3.001333703806613,1,0.001388888888888889
5.001389274798555,3.001667129758266,1,0.0016666666666666668
6.001667129758267,3.0020005557099196,1,0.0019444444444444446
7.001944984717978,3.0023339816615726,1,0.0022222222222222222
8.002222839677689,3.002667407613226,1,0.0025
9.0025006946374,3.003000833564879,1,0.002777777777777778
10.00277854959711,3.0033342595165324,1,0.0030555555555555557
11.003056404556823,3.0036676854681854,1,0.0033333333333333335
12.003334259516533,3.004001111419839,1,0.0036111111111111114
13.003612114476244,3.0043345373714923,1,0.003888888888888889
14.003889969435956,3.0046679633231452,1,0.004166666666666667
15.004167824395667,3.0050013892747987,1,0.0044444444444444444
16.004445679355378,3.0053348152264516,1,0.004722222222222222
17.00472353431509,3.005668241178105,1,0.005
18.0050013892748,3.0060016671297585,1,0.005277777777777778
19.00527924423451,3.0063350930814114,1,0.005555555555555556
20.00555709919422,3.006668519033065,1,0.005833333333333334
21.005834954153933,3.007001944984718,1,0.006111111111111111
22.006112809113645,3.0073353709363713,1,0.006388888888888889
23.006390664073354,3.0076687968880242,1,0.006666666666666667
24.006668519033067,3.0080022228396777,1,0.006944444444444445
25.00694637399278,3.008335648791331,1,0.007222222222222223
26.007224228952488,3.008669074742984,1,0.007500000000000001
27.0075020839122,3.0090025006946375,1,0.007777777777777778
28.007779938871913,3.0093359266462905,1,0.008055555555555555
29.00805779383162,3.009669352597944,1,0.008333333333333333
30.008335648791334,3.0100027785495973,1,0.008611111111111111
31.008613503751043,3.0103362045012503,1,0.008888888888888889
32.008891358710756,3.0106696304529037,1,0.009166666666666667
33.00916921367047,3.0110030564045567,1,0.009444444444444445
34.00944706863018,3.01133648235621,1,0.009722222222222222
35.009724923589886,3.011669908307863,1,0.01
36.0100027785496,3.0120033342595165,1,0.010277777777777778
37.01028063350931,3.01233676021117,1,0.010555555555555556
38.01055848846902,3.012670186162823,1,0.010833333333333334
39.010836343428736,3.0130036121144763,1,0.011111111111111112
40.01111419838844,3.0133370380661293,1,0.01138888888888889
41.01139205334815,3.0136704640177827,1,0.011666666666666667
42.011669908307866,3.014003889969436,1,0.011944444444444445
43.01194776326758,3.014337315921089,1,0.012222222222222223
44.01222561822729,3.0146707418727425,1,0.0125
45.012503473187,3.0150041678243955,1,0.012777777777777779
46.01278132814671,3.015337593776049,1,0.013055555555555556
47.01305918310642,3.0156710197277024,1,0.013333333333333334
48.01333703806613,3.0160044456793553,1,0.013611111111111112
49.013614893025846,3.0163378716310087,1,0.01388888888888889
50.01389274798556,3.0166712975826617,1,0.014166666666666668
51.01417060294526,3.017004723534315,1,0.014444444444444446
52.014448457904976,3.017338149485968,1,0.014722222222222223
53.01472631286469,3.0176715754376215,1,0.015000000000000001
54.0150041678244,3.018005001389275,1,0.015277777777777779
55.01528202278411,3.018338427340928,1,0.015555555555555557
56.015559877743826,3.0186718532925814,1,0.015833333333333335
57.01583773270353,3.0190052792442343,1,0.01611111111111111
58.01611558766324,3.0193387051958878,1,0.016388888888888887
59.016393442622956,3.019672131147541,1,0.016666666666666663
60.01667129758267,3.020005557099194,1,0.01694444444444444
61.01694915254238,3.0203389830508476,1,0.017222222222222215
62.017227007502086,3.0206724090025006,1,0.01749999999999999
63.0175048624618,3.021005834954154,1,0.017777777777777767
64.01778271742151,3.021339260905807,1,0.018055555555555543
65.01806057238122,3.0216726868574604,1,0.01833333333333332
66.01833842734094,3.022006112809114,1,0.018611111111111096
67.01861628230064,3.0223395387607668,1,0.018888888888888872
68.01889413726036,3.02267296471242,1,0.019166666666666648
69.01917199222007,3.023006390664073,1,0.019444444444444424
70.01944984717977,3.0233398166157266,1,0.0197222222222222
71.01972770213949,3.02367324256738,1,0.019999999999999976
72.0200055570992,3.024006668519033,1,0.020277777777777752
73.02028341205892,3.0243400944706864,1,0.02055555555555553
74.02056126701862,3.0246735204223394,1,0.020833333333333304
75.02083912197833,3.025006946373993,1,0.02111111111111108
76.02111697693805,3.0253403723256462,1,0.021388888888888857
77.02139483189775,3.025673798277299,1,0.021666666666666633
78.02167268685747,3.0260072242289526,1,0.02194444444444441
79.02195054181718,3.0263406501806056,1,0.022222222222222185
80.02222839677688,3.026674076132259,1,0.02249999999999996
81.0225062517366,3.027007502083912,1,0.022777777777777737
82.0227841066963,3.0273409280355654,1,0.023055555555555513
83.02306196165603,3.027674353987219,1,0.02333333333333329
84.02333981661573,3.028007779938872,1,0.023611111111111065
85.02361767157545,3.0283412058905252,1,0.02388888888888884
86.02389552653516,3.028674631842178,1,0.024166666666666618
87.02417338149486,3.0290080577938316,1,0.024444444444444394
88.02445123645458,3.029341483745485,1,0.02472222222222217
89.02472909141429,3.029674909697138,1,0.024999999999999946
90.025006946374,3.0300083356487915,1,0.025277777777777722
91.02528480133371,3.0303417616004444,1,0.025555555555555498
92.02556265629342,3.030675187552098,1,0.025833333333333274
93.02584051125314,3.031008613503751,1,0.02611111111111105
94.02611836621284,3.0313420394554043,1,0.026388888888888826
95.02639622117256,3.0316754654070577,1,0.026666666666666602
96.02667407613227,3.0320088913587107,1,0.02694444444444438
97.02695193109197,3.032342317310364,1,0.027222222222222155
98.02722978605169,3.032675743262017,1,0.02749999999999993
99.0275076410114,3.0330091692136705,1,0.027777777777777707
100.02778549597112,3.033342595165324,1,0.028055555555555483
101.02806335093082,3.033676021116977,1,0.02833333333333326
102.02834120589053,3.0340094470686303,1,0.028611111111111035
103.02861906085025,3.0343428730202833,1,0.02888888888888881
104.02889691580995,3.0346762989719367,1,0.029166666666666587
105.02917477076967,3.03500972492359,1,0.029444444444444363
106.02945262572938,3.035343150875243,1,0.02972222222222214
107.02973048068908,3.0356765768268965,1,0.029999999999999916
108.0300083356488,3.0360100027785495,1,0.03027777777777769
109.0302861906085,3.036343428730203,1,0.030555555555555468
110.03056404556823,3.036676854681856,1,0.030833333333333244
111.03084190052793,3.0370102806335093,1,0.03111111111111102
112.03111975548765,3.0373437065851627,1,0.0313888888888888
113.03139761044736,3.0376771325368157,1,0.03166666666666658
114.03167546540706,3.038010558488469,1,0.03194444444444436
115.03195332036678,3.038343984440122,1,0.03222222222222214
116.03223117532649,3.0386774103917755,1,0.03249999999999992
117.0325090302862,3.039010836343429,1,0.0327777777777777
118.03278688524591,3.039344262295082,1,0.03305555555555548
119.03306474020562,3.0396776882467353,1,0.03333333333333326
120.03334259516534,3.0400111141983883,1,0.033611111111111036
121.03362045012504,3.0403445401500417,1,0.033888888888888816
122.03389830508476,3.0406779661016947,1,0.034166666666666595
123.03417616004447,3.041011392053348,1,0.034444444444444375
124.03445401500417,3.0413448180050016,1,0.034722222222222154
125.03473186996389,3.0416782439566545,1,0.034999999999999934
126.0350097249236,3.042011669908308,1,0.035277777777777714
127.03528757988332,3.042345095859961,1,0.03555555555555549
128.03556543484302,3.0426785218116144,1,0.03583333333333327
129.03584328980273,3.0430119477632678,1,0.03611111111111105
130.03612114476243,3.0433453737149208,1,0.03638888888888883
131.03639899972217,3.043678799666574,1,0.03666666666666661
132.03667685468187,3.044012225618227,1,0.03694444444444439
133.03695470964158,3.0443456515698806,1,0.03722222222222217
134.03723256460128,3.0446790775215336,1,0.03749999999999995
135.037510419561,3.045012503473187,1,0.03777777777777773
136.03778827452072,3.0453459294248404,1,0.03805555555555551
137.03806612948043,3.0456793553764934,1,0.03833333333333329
138.03834398444013,3.046012781328147,1,0.03861111111111107
139.03862183939984,3.0463462072797998,1,0.03888888888888885
